comparison	gene_name	logFC	CI.L	CI.R	adj.P.Val	AveExpr	P.Value	Chr	gene_id
CH vs Bedding	Hhipl1	-0.0501224185423803	-0.193092250813282	0.092847413728521	0.619782475134733	3.95716472990317	0.475034132117156	chr12	ENSMUSG00000021260
Bedding vs Clean	Hibadh	-0.0493090003063035	-0.201652717798619	0.103034717186012	0.924492062712459	6.03288955187301	0.509223857747343	chr6	ENSMUSG00000029776
CH vs Clean	Hibadh	-0.010513636475773	-0.182986924254259	0.161959651302713	0.949767196119007	6.03288955187301	0.900594500912067	chr6	ENSMUSG00000029776
CH vs Bedding	Hibadh	0.0387953638305305	-0.105260045525854	0.182850773186915	0.709798428468544	6.03288955187301	0.582297599651047	chr6	ENSMUSG00000029776
Bedding vs Clean	Hibch	0.048583986860065	-0.0942087952056868	0.191376768925817	0.921056847465854	3.80529912481985	0.488008421388464	chr1	ENSMUSG00000041426
CH vs Clean	Hibch	-0.026066685960515	-0.188113709167065	0.135980337246035	0.863551216804063	3.80529912481985	0.741952872386568	chr1	ENSMUSG00000041426
CH vs Bedding	Hibch	-0.07465067282058	-0.210103515587036	0.0608021699458763	0.418917714773712	3.80529912481985	0.265493577354451	chr1	ENSMUSG00000041426
Bedding vs Clean	Hic1	-0.0154243717834579	-0.232100285469874	0.201251541902958	0.994163602626568	2.51125013356462	0.884031958433469	chr11	ENSMUSG00000043099
CH vs Clean	Hic1	0.226331668490565	-0.0207924027477184	0.473455739728848	0.233197172816397	2.51125013356462	0.0707231881661125	chr11	ENSMUSG00000043099
CH vs Bedding	Hic1	0.241756040274023	0.0349986181384333	0.448513462409612	0.0801634705091363	2.51125013356462	0.0239534534991658	chr11	ENSMUSG00000043099
Bedding vs Clean	Hic2	0.190246204438014	0.0372663317690017	0.343226077107027	0.588190494864173	3.27330151540227	0.0170970401604573	chr16	ENSMUSG00000050240
CH vs Clean	Hic2	-0.0287320549848928	-0.202145205127137	0.144681095157351	0.858933235192442	3.27330151540227	0.734517181607888	chr16	ENSMUSG00000050240
CH vs Bedding	Hic2	-0.218978259422907	-0.364085795102921	-0.0738707237428929	0.02901305688969	3.27330151540227	0.00485617405204925	chr16	ENSMUSG00000050240
Bedding vs Clean	Hid1	-0.0132784042697649	-0.10818668476468	0.0816298762251504	0.977894042603419	6.52398818208374	0.774518616761563	chr11	ENSMUSG00000034586
CH vs Clean	Hid1	-0.072856713524537	-0.180257718051815	0.0345442910027405	0.382393569400685	6.52398818208374	0.173547850728003	chr11	ENSMUSG00000034586
CH vs Bedding	Hid1	-0.0595783092547721	-0.149169610507502	0.0300129919979578	0.321267194137516	6.52398818208374	0.181822587223412	chr11	ENSMUSG00000034586
Bedding vs Clean	Hif1a	0.0246978259958741	-0.128966012054161	0.17836166404591	0.970845389226851	6.46001983767593	0.742157262423152	chr12	ENSMUSG00000021109
CH vs Clean	Hif1a	-0.0137014007280518	-0.187496683179057	0.160093881722953	0.934861307053917	6.46001983767593	0.871679208938242	chr12	ENSMUSG00000021109
CH vs Bedding	Hif1a	-0.0383992267239259	-0.18340404171526	0.106605588267408	0.713908840180961	6.46001983767593	0.588567753611671	chr12	ENSMUSG00000021109
Bedding vs Clean	Hif1an	0.0984569193500056	-0.045223655345329	0.24213749404534	0.810149230851842	5.6597732593879	0.169401316688153	chr19	ENSMUSG00000036450
CH vs Clean	Hif1an	-0.217573101016136	-0.380140303080321	-0.0550058989519505	0.089757300589029	5.6597732593879	0.0110064048547178	chr19	ENSMUSG00000036450
CH vs Bedding	Hif1an	-0.316030020366141	-0.451738559922108	-0.180321480810174	0.00336768653483747	5.6597732593879	7.8195570538249e-05	chr19	ENSMUSG00000036450
Bedding vs Clean	Hif3a	-0.426277957634165	-1.08712824691658	0.234572331648248	0.820089453376377	2.78834252301486	0.194689863788361	chr7	ENSMUSG00000004328
CH vs Clean	Hif3a	0.726809047237506	-0.0231060244468936	1.47672411892191	0.207231850279881	2.78834252301486	0.0568559178973005	chr7	ENSMUSG00000004328
CH vs Bedding	Hif3a	1.15308700487167	0.52427307655456	1.78190093318878	0.0112593138487398	2.78834252301486	0.000970903603942248	chr7	ENSMUSG00000004328
Bedding vs Clean	Higd1a	-0.0883596156740865	-0.198108814146204	0.0213895827980309	0.750168072541805	6.37559325030772	0.109203740330453	chr9	ENSMUSG00000038412
CH vs Clean	Higd1a	0.054428830178713	-0.0697270414476619	0.178584701805088	0.593813422238487	6.37559325030772	0.373290403467015	chr9	ENSMUSG00000038412
CH vs Bedding	Higd1a	0.142788445852799	0.0391715085486019	0.246405383156997	0.042680176911599	6.37559325030772	0.00912381339139384	chr9	ENSMUSG00000038412
Bedding vs Clean	Higd1b	-0.146116579358414	-0.365788821642082	0.0735556629252536	0.815469648809676	1.41291568540831	0.181724082672031	chr11	ENSMUSG00000020928
CH vs Clean	Higd1b	0.266631157195934	0.0162223476522275	0.51703996673964	0.16526343255831	1.41291568540831	0.0379422724770566	chr11	ENSMUSG00000020928
CH vs Bedding	Higd1b	0.412747736554348	0.202897924419677	0.622597548689019	0.00790196481538465	1.41291568540831	0.000491961785177394	chr11	ENSMUSG00000020928
Bedding vs Clean	Higd2a	-0.109567707650664	-0.261644394700162	0.0425089793988332	0.787176798024064	6.03137577515501	0.149419637179185	chr13	ENSMUSG00000025868
CH vs Clean	Higd2a	0.130161886843421	-0.0419033399728837	0.302227113659726	0.325726590629706	6.03137577515501	0.131033033039643	chr13	ENSMUSG00000025868
CH vs Bedding	Higd2a	0.239729594494086	0.096108215647201	0.38335097334097	0.0184989315342164	6.03137577515501	0.00220568111356485	chr13	ENSMUSG00000025868
Bedding vs Clean	Hikeshi	-0.0264965527023833	-0.124585941177484	0.0715928357727177	0.942700352569548	5.26558726506718	0.581160227369522	chr7	ENSMUSG00000062797
CH vs Clean	Hikeshi	0.0567221193953387	-0.0544413614157936	0.167885600206471	0.526284300071354	5.26558726506718	0.301601387348583	chr7	ENSMUSG00000062797
CH vs Bedding	Hikeshi	0.0832186720977219	-0.00966882051066927	0.176106164706113	0.173608155489576	5.26558726506718	0.0766274743282694	chr7	ENSMUSG00000062797
Bedding vs Clean	Hilpda	-0.183560557376346	-0.405076709407788	0.0379555946550961	0.737234610732152	2.20705496177972	0.0997885632718106	chr6	ENSMUSG00000043421
CH vs Clean	Hilpda	0.193904800378399	-0.0574253238890838	0.445234924645883	0.316736174739552	2.20705496177972	0.123922257976048	chr6	ENSMUSG00000043421
CH vs Bedding	Hilpda	0.377465357754745	0.166564029139982	0.588366686369508	0.0128613648586702	2.20705496177972	0.0012055239425933	chr6	ENSMUSG00000043421
Bedding vs Clean	Hinfp	0.11998364171033	-0.103415457809041	0.343382741229701	0.865267159412299	4.36593272669725	0.277518080061044	chr9	ENSMUSG00000032119
CH vs Clean	Hinfp	-0.209458740633981	-0.461754138588015	0.0428366573200534	0.280261257529949	4.36593272669725	0.0991899109675166	chr9	ENSMUSG00000032119
CH vs Bedding	Hinfp	-0.329442382344311	-0.540043723902823	-0.118841040785799	0.0247127467192625	4.36593272669725	0.00370691200788938	chr9	ENSMUSG00000032119
Bedding vs Clean	Hint1	-0.0972521806691065	-0.254831572589484	0.0603272112512716	0.830801912340788	6.85188284321169	0.2140320881009	chr11	ENSMUSG00000020267
CH vs Clean	Hint1	0.253676451969304	0.0755185785892218	0.431834325349387	0.0746112476404132	6.85188284321169	0.00733094044765375	chr11	ENSMUSG00000020267
CH vs Bedding	Hint1	0.350928632638411	0.202298788269939	0.499558477006882	0.00305588725439146	6.85188284321169	6.63850151416949e-05	chr11	ENSMUSG00000020267
Bedding vs Clean	Hint2	-0.0636623780817449	-0.24876015519795	0.12143539903446	0.921056847465854	3.71420149921761	0.483344604944547	chr4	ENSMUSG00000028470
CH vs Clean	Hint2	0.285501534420362	0.0752172626837209	0.495785806157003	0.0858787012292743	3.71420149921761	0.0100471933889645	chr4	ENSMUSG00000028470
CH vs Bedding	Hint2	0.349163912502107	0.172964866718512	0.525362958285702	0.00756640301702776	3.71420149921761	0.000456388968700154	chr4	ENSMUSG00000028470
Bedding vs Clean	Hint3	0.226571110895274	-0.0254749842936965	0.478617206084245	0.721909592264377	3.07302989615035	0.0757074595445326	chr10	ENSMUSG00000019791
CH vs Clean	Hint3	-0.0607228967590787	-0.347486152975368	0.22604035945721	0.813782021660737	3.07302989615035	0.664977065060509	chr10	ENSMUSG00000019791
CH vs Bedding	Hint3	-0.287294007654353	-0.526998052982173	-0.047589962326533	0.0732533529381163	3.07302989615035	0.0209951205287023	chr10	ENSMUSG00000019791
Bedding vs Clean	Hip1	-0.023489557585231	-0.204175702835641	0.157196587665179	0.980803688943863	6.093022386342	0.790067742889332	chr5	ENSMUSG00000039959
CH vs Clean	Hip1	-0.235749569438805	-0.440116485121453	-0.0313826537561562	0.134484155683517	6.093022386342	0.0256973386039906	chr5	ENSMUSG00000039959
CH vs Bedding	Hip1	-0.212260011853574	-0.382879663415035	-0.0416403602921129	0.0640339119109005	6.093022386342	0.0170620273830968	chr5	ENSMUSG00000039959
Bedding vs Clean	Hip1r	0.00971241026523018	-0.0876605659924986	0.107085386522959	0.987499002998656	6.23362934783894	0.838097951596299	chr5	ENSMUSG00000000915
CH vs Clean	Hip1r	-0.0117503898334936	-0.121891873282502	0.0983910936155152	0.911297585824657	6.23362934783894	0.827017117122348	chr5	ENSMUSG00000000915
CH vs Bedding	Hip1r	-0.0214628000987238	-0.113360498965835	0.0704348987683878	0.749751750265106	6.23362934783894	0.633070299102053	chr5	ENSMUSG00000000915
Bedding vs Clean	Hipk1	0.0845454020737835	-0.031920647185068	0.201011451332635	0.781529009943001	7.58458480697327	0.146508857134614	chr3	ENSMUSG00000008730
CH vs Clean	Hipk1	0.0477430394920519	-0.0839154433478331	0.179401522331937	0.667305107699059	7.58458480697327	0.460174362730932	chr3	ENSMUSG00000008730
CH vs Bedding	Hipk1	-0.0368023625817315	-0.14664052579657	0.0730358006331073	0.63636300287703	7.58458480697327	0.49458640223605	chr3	ENSMUSG00000008730
Bedding vs Clean	Hipk2	0.255253422605084	0.0194615856982115	0.491045259511957	0.627112624984766	6.41627875115806	0.0351415579428786	chr6	ENSMUSG00000061436
CH vs Clean	Hipk2	-0.0890007786549898	-0.355636316135024	0.177634758825044	0.696446895971173	6.41627875115806	0.496094402180035	chr6	ENSMUSG00000061436
CH vs Bedding	Hipk2	-0.344254201260074	-0.566785568001914	-0.121722834518234	0.0259015777569694	6.41627875115806	0.00404573789323603	chr6	ENSMUSG00000061436
Bedding vs Clean	Hipk3	0.0672254957709821	-0.0429663217184594	0.177417313260424	0.835801912805022	7.04860803149807	0.219156970560826	chr2	ENSMUSG00000027177
CH vs Clean	Hipk3	0.0124146380562493	-0.112172093652673	0.137001369765171	0.918025937263585	7.04860803149807	0.83825445268655	chr2	ENSMUSG00000027177
CH vs Bedding	Hipk3	-0.0548108577147328	-0.15874560258464	0.0491238871551745	0.440130623738127	7.04860803149807	0.286084905429782	chr2	ENSMUSG00000027177
Bedding vs Clean	Hira	0.00268724186675051	-0.097009003311288	0.102383487044789	0.998262179241535	6.27867668016701	0.955946838919623	chr16	ENSMUSG00000022702
CH vs Clean	Hira	0.094117484859761	-0.0186795448995359	0.206914514619058	0.277737837215816	6.27867668016701	0.0976009295795553	chr16	ENSMUSG00000022702
CH vs Bedding	Hira	0.0914302429930105	-0.0026818564152752	0.185542342401296	0.139969062470589	6.27867668016701	0.0563166121008802	chr16	ENSMUSG00000022702
Bedding vs Clean	Hirip3	-0.0249136534431784	-0.223591593201505	0.173764286315148	0.983442591075453	4.10171848036458	0.797328838381129	chr7	ENSMUSG00000042606
CH vs Clean	Hirip3	-0.0351862069016677	-0.260128443647578	0.189756029844242	0.867496372862132	4.10171848036458	0.748808546220582	chr7	ENSMUSG00000042606
CH vs Bedding	Hirip3	-0.0102725534584893	-0.198474701605949	0.17792959468897	0.945663879990048	4.10171848036458	0.910942208734008	chr7	ENSMUSG00000042606
Bedding vs Clean	Hivep1	-0.0236415909281034	-0.170516006515831	0.123232824659625	0.970845389226851	6.34820266269932	0.741789473372652	chr13	ENSMUSG00000021366
CH vs Clean	Hivep1	-0.244953156646442	-0.411179881769545	-0.0787264315233397	0.0678366482184537	6.34820266269932	0.00576901410062918	chr13	ENSMUSG00000021366
CH vs Bedding	Hivep1	-0.221311565718339	-0.359954987452084	-0.0826681439845938	0.0224359961654004	6.34820266269932	0.0031664210966032	chr13	ENSMUSG00000021366
Bedding vs Clean	Hivep2	-0.0591458632609676	-0.366662544489406	0.248370817967471	0.964176526423092	7.64659883490564	0.693879318681915	chr10	ENSMUSG00000015501
CH vs Clean	Hivep2	-0.330934873159034	-0.67923591960798	0.0173661732899121	0.215761963359156	7.64659883490564	0.0615013801540842	chr10	ENSMUSG00000015501
CH vs Bedding	Hivep2	-0.271789009898066	-0.562424319846011	0.0188463000498778	0.154973116744115	7.64659883490564	0.0653889418512917	chr10	ENSMUSG00000015501
Bedding vs Clean	Hivep3	0.152214353990442	-0.0556648936124296	0.360093601593314	0.779180372731627	5.93666182557411	0.14317277957899	chr4	ENSMUSG00000028634
CH vs Clean	Hivep3	-0.109251923175638	-0.344543209398751	0.126039363047476	0.569617131545217	5.93666182557411	0.346151949169786	chr4	ENSMUSG00000028634
CH vs Bedding	Hivep3	-0.26146627716608	-0.457720517400674	-0.0652120369314861	0.0487033365943276	5.93666182557411	0.0113328917844493	chr4	ENSMUSG00000028634
Bedding vs Clean	Hjurp	-0.223615198386755	-0.480718314325757	0.0334879175522476	0.727338322330695	6.34969264189083	0.0849949578534673	chr1	ENSMUSG00000044783
CH vs Clean	Hjurp	-0.4190309708602	-0.709999592754846	-0.128062348965553	0.0718042305300855	6.34969264189083	0.00679396322085915	chr1	ENSMUSG00000044783
CH vs Bedding	Hjurp	-0.195415772473445	-0.438132019748314	0.0473004748014241	0.222933641041029	6.34969264189083	0.109164443173581	chr1	ENSMUSG00000044783
Bedding vs Clean	Hjv	-0.324434880027849	-0.796067373749406	0.147197613693707	0.809169329515996	0.79916860231362	0.167827712788503	chr3	ENSMUSG00000038403
CH vs Clean	Hjv	0.276054258570108	-0.258732736357315	0.810841253497531	0.520912210890418	0.79916860231362	0.296148238413627	chr3	ENSMUSG00000038403
CH vs Bedding	Hjv	0.600489138597957	0.151337574808342	1.04964070238757	0.0479997711911111	0.79916860231362	0.011080013117836	chr3	ENSMUSG00000038403
Bedding vs Clean	Hk1	-0.0257166365862407	-0.147975561175339	0.0965422880028572	0.958650706803001	8.26702057319344	0.667059895814813	chr10	ENSMUSG00000037012
CH vs Clean	Hk1	0.131434626798431	-0.00688359123116083	0.269752844828022	0.215755761945316	8.26702057319344	0.0614842452666104	chr10	ENSMUSG00000037012
CH vs Bedding	Hk1	0.157151263384671	0.0417652044527079	0.272537322316635	0.0446959029512325	8.26702057319344	0.00984646921853007	chr10	ENSMUSG00000037012
Bedding vs Clean	Hk2	0.107060222412509	-0.176678277873952	0.390798722698969	0.910486070037094	2.39980544883621	0.442433940170555	chr6	ENSMUSG00000000628
CH vs Clean	Hk2	0.277420201982067	-0.0450871881968253	0.59992759216096	0.263344018626925	2.39980544883621	0.0882690136508768	chr6	ENSMUSG00000000628
CH vs Bedding	Hk2	0.170359979569559	-0.0993142304161281	0.440034189555245	0.347996131771432	2.39980544883621	0.203790897110022	chr6	ENSMUSG00000000628
Bedding vs Clean	Hk3	0.219351861289274	-0.228175019845018	0.666878742423567	0.876680059004092	0.260498418042936	0.320609984912063	chr13	ENSMUSG00000025877
CH vs Clean	Hk3	0.540291217180678	0.0398746342213431	1.04070780014001	0.160023540600743	0.260498418042936	0.035572184488242	chr13	ENSMUSG00000025877
CH vs Bedding	Hk3	0.320939355891404	-0.0959768805754292	0.737855592358236	0.245904440170768	0.260498418042936	0.124718962958635	chr13	ENSMUSG00000025877
Bedding vs Clean	Hkdc1	0.08438647834154	-0.538616385634354	0.707389342317434	0.979213262667598	2.33027982418102	0.781442488288489	chr10	ENSMUSG00000020080
CH vs Clean	Hkdc1	0.403770073621102	-0.275229903639743	1.08277005088195	0.450266305245065	2.33027982418102	0.230553024815297	chr10	ENSMUSG00000020080
CH vs Bedding	Hkdc1	0.319383595279562	-0.249772978533073	0.888540169092196	0.409496209421242	2.33027982418102	0.257043453962208	chr10	ENSMUSG00000020080
Bedding vs Clean	Hlcs	0.063554623566505	-0.0955255339375236	0.222634781070534	0.900444010784656	4.09257238246997	0.416442677724178	chr16	ENSMUSG00000040820
CH vs Clean	Hlcs	-0.0153437635832883	-0.195660496289966	0.164972969123389	0.929741940286791	4.09257238246997	0.86160059722731	chr16	ENSMUSG00000040820
CH vs Bedding	Hlcs	-0.0788983871497932	-0.229615862769049	0.0718190884694624	0.443272576594203	4.09257238246997	0.289547920224034	chr16	ENSMUSG00000040820
Bedding vs Clean	Hlf	0.0803295361678522	-0.170841337884695	0.331500410220399	0.924813460764365	8.07737575321255	0.51411635629089	chr11	ENSMUSG00000003949
CH vs Clean	Hlf	0.137233786543666	-0.146728747872773	0.421196320960105	0.55124572774592	8.07737575321255	0.327176733573795	chr11	ENSMUSG00000003949
CH vs Bedding	Hlf	0.0569042503758137	-0.179975690551806	0.293784191303434	0.741405621313947	8.07737575321255	0.623348789097191	chr11	ENSMUSG00000003949
Bedding vs Clean	Hltf	-0.0345065763908812	-0.216807841104786	0.147794688323024	0.96489065068722	4.62079409538388	0.698558649176656	chr3	ENSMUSG00000002428
CH vs Clean	Hltf	-0.375543615347542	-0.581674042135515	-0.16941318855957	0.0363555090006105	4.62079409538388	0.00102541179232491	chr3	ENSMUSG00000002428
CH vs Bedding	Hltf	-0.341037038956661	-0.513294228742394	-0.168779849170928	0.0076000236647908	4.62079409538388	0.000460656705038246	chr3	ENSMUSG00000002428
Bedding vs Clean	Hlx	0.255506417404097	-0.122315787979665	0.633328622787858	0.814544446095205	0.515573742349243	0.174828562465633	chr1	ENSMUSG00000039377
CH vs Clean	Hlx	-0.346319275131821	-0.773050084695938	0.0804115344322966	0.292064888935714	0.515573742349243	0.106549598370992	chr1	ENSMUSG00000039377
CH vs Bedding	Hlx	-0.601825692535917	-0.957427757036474	-0.24622362803536	0.0173197735728645	0.515573742349243	0.00196437214967822	chr1	ENSMUSG00000039377
Bedding vs Clean	Hmbox1	0.062170082734065	-0.0834717742902932	0.207811939758423	0.900027458792198	5.87929249493148	0.385760181053901	chr14	ENSMUSG00000021972
CH vs Clean	Hmbox1	-0.161644272759528	-0.326486646641395	0.00319810112233954	0.201522183109903	5.87929249493148	0.0542272655120523	chr14	ENSMUSG00000021972
CH vs Bedding	Hmbox1	-0.223814355493593	-0.361461936994957	-0.0861667739922289	0.020699841113081	5.87929249493148	0.00273344055724018	chr14	ENSMUSG00000021972
Bedding vs Clean	Hmbs	0.0758711656661504	-0.0678327238638937	0.219575055196194	0.870807952775763	3.59289573118246	0.285541866624153	chr9	ENSMUSG00000032126
CH vs Clean	Hmbs	0.135283255885153	-0.0265605725038264	0.297127084274133	0.277030596574932	3.59289573118246	0.0970396348971165	chr9	ENSMUSG00000032126
CH vs Bedding	Hmbs	0.059412090219003	-0.0758412475402516	0.194665427978258	0.52610130774612	3.59289573118246	0.372355320161908	chr9	ENSMUSG00000032126
Bedding vs Clean	Hmces	-0.0697258263906457	-0.235407822692548	0.0959561699112564	0.900444010784656	3.84584254065881	0.39239183437313	chr6	ENSMUSG00000030060
CH vs Clean	Hmces	-0.122721758776037	-0.309994698698734	0.0645511811466591	0.401060103766019	3.84584254065881	0.188018347791164	chr6	ENSMUSG00000030060
CH vs Bedding	Hmces	-0.0529959323853917	-0.20959093403014	0.103599069259357	0.632827710865857	3.84584254065881	0.4903062563247	chr6	ENSMUSG00000030060
Bedding vs Clean	Hmcn1	0.112487336794424	-0.328343502922818	0.553318176511665	0.947738152671679	2.44111959251907	0.60203820516202	chr1	ENSMUSG00000066842
CH vs Clean	Hmcn1	-0.913407075802047	-1.40807320403967	-0.418740947564423	0.0353928450226093	2.44111959251907	0.000910029704641166	chr1	ENSMUSG00000066842
CH vs Bedding	Hmcn1	-1.02589441259647	-1.4387748448373	-0.613013980355642	0.00235440417088861	2.44111959251907	3.60539100242914e-05	chr1	ENSMUSG00000066842
Bedding vs Clean	Hmcn2	-0.095560899275779	-0.680087572197612	0.488965773646053	0.970845389226851	-0.204406030101397	0.737905081417028	chr2	ENSMUSG00000055632
CH vs Clean	Hmcn2	0.0793251098599859	-0.58185456436352	0.740504784083492	0.900290541481397	-0.204406030101397	0.805901105793319	chr2	ENSMUSG00000055632
CH vs Bedding	Hmcn2	0.174886009135765	-0.378126722617817	0.727898740889347	0.658054266717502	-0.204406030101397	0.518897349489278	chr2	ENSMUSG00000055632
Bedding vs Clean	Hmg20a	-0.0812565531346605	-0.161863000629847	-0.000650105639473791	0.674171715672641	6.73210693981116	0.0483312462732627	chr9	ENSMUSG00000032329
CH vs Clean	Hmg20a	-0.0361772908463331	-0.127352254047324	0.0549976723546576	0.632953299298432	6.73210693981116	0.419579512576247	chr9	ENSMUSG00000032329
CH vs Bedding	Hmg20a	0.0450792622883274	-0.0309749400239556	0.12113346460061	0.3816286672256	6.73210693981116	0.232103076170897	chr9	ENSMUSG00000032329
Bedding vs Clean	Hmg20b	0.0350939084385651	-0.116149032408394	0.186336849285524	0.957107220001836	3.8595511498038	0.635264383761912	chr10	ENSMUSG00000020232
CH vs Clean	Hmg20b	-0.0566755423821022	-0.227481347856078	0.114130263091873	0.698337791804632	3.8595511498038	0.498734546896371	chr10	ENSMUSG00000020232
CH vs Bedding	Hmg20b	-0.0917694508206672	-0.234431841291098	0.0508929396497638	0.339617828797702	3.8595511498038	0.195950368637427	chr10	ENSMUSG00000020232
Bedding vs Clean	Hmga1	-0.149168042745131	-0.362828249519887	0.0644921640296262	0.803905234498059	6.32795443092829	0.161811694636148	chr17	ENSMUSG00000046711
CH vs Clean	Hmga1	0.0136795970579229	-0.228058436631403	0.255417630747249	0.954000811630557	6.32795443092829	0.907669536863951	chr17	ENSMUSG00000046711
CH vs Bedding	Hmga1	0.162847639803053	-0.038921959838571	0.364617239444678	0.222067799174136	6.32795443092829	0.108360861263676	chr17	ENSMUSG00000046711
Bedding vs Clean	Hmgb1	-0.00980011642057477	-0.12388400059705	0.1042837677559	0.990571599255111	7.10173640842306	0.86029866764951	chr5	ENSMUSG00000066551
CH vs Clean	Hmgb1	0.0832387906126666	-0.0458119357960725	0.212289517021406	0.408582052896427	7.10173640842306	0.19478525224609	chr5	ENSMUSG00000066551
CH vs Bedding	Hmgb1	0.0930389070332414	-0.0146201516711619	0.200697965737645	0.189026037658405	7.10173640842306	0.0868927383936856	chr5	ENSMUSG00000066551
Bedding vs Clean	Hmgb2	0.184470251005979	-0.129281658408497	0.498222160420455	0.839290368866248	2.16189322567899	0.235766468291203	chr8	ENSMUSG00000054717
CH vs Clean	Hmgb2	0.345943347032514	-0.00505044857216219	0.69693714263719	0.199199624239502	2.16189322567899	0.053105711789776	chr8	ENSMUSG00000054717
CH vs Bedding	Hmgb2	0.161473096026535	-0.131222117344033	0.454168309397103	0.418411942813847	2.16189322567899	0.265024031869198	chr8	ENSMUSG00000054717
Bedding vs Clean	Hmgb3	0.0356777361288607	-0.115617812784681	0.186973285042402	0.954633858060728	4.39372048086144	0.629796711178259	chrX	ENSMUSG00000015217
CH vs Clean	Hmgb3	0.176296496650798	0.00528793612281442	0.347305057178783	0.179730920330268	4.39372048086144	0.0438702182316117	chrX	ENSMUSG00000015217
CH vs Bedding	Hmgb3	0.140618760521938	-0.00235392686267422	0.28359144790655	0.135340723048225	4.39372048086144	0.0535675497136029	chrX	ENSMUSG00000015217
Bedding vs Clean	Hmgcl	0.0323906451403366	-0.0890028881524666	0.15378417843314	0.944219180738903	4.38654170856368	0.585759921887573	chr4	ENSMUSG00000028672
CH vs Clean	Hmgcl	-0.0344373940377163	-0.171481847969943	0.10260705989451	0.775069685163478	4.38654170856368	0.607634759586496	chr4	ENSMUSG00000028672
CH vs Bedding	Hmgcl	-0.0668280391780529	-0.181278958102122	0.0476228797460157	0.388834122822474	4.38654170856368	0.238905603429157	chr4	ENSMUSG00000028672
Bedding vs Clean	Hmgcll1	0.0466932067865082	-0.0974949805802033	0.19088139415322	0.924492062712459	4.2055116678533	0.5090091067806	chr9	ENSMUSG00000007908
CH vs Clean	Hmgcll1	-0.0322286941892815	-0.195419552459166	0.130962164080603	0.827106430514209	4.2055116678533	0.686214292446777	chr9	ENSMUSG00000007908
CH vs Bedding	Hmgcll1	-0.0789219009757898	-0.21529155692891	0.0574477549773302	0.393410798048789	4.2055116678533	0.242957411812023	chr9	ENSMUSG00000007908
Bedding vs Clean	Hmgcr	0.11672648504655	-0.0321044118261558	0.265557381919257	0.760946618012362	6.56187134263947	0.118140051639988	chr13	ENSMUSG00000021670
CH vs Clean	Hmgcr	0.123800783540912	-0.0446097699292119	0.292211337011036	0.340610513730939	6.56187134263947	0.141702707314987	chr13	ENSMUSG00000021670
CH vs Bedding	Hmgcr	0.00707429849436192	-0.133462873127919	0.147611470116643	0.949840703755494	6.56187134263947	0.917841084604757	chr13	ENSMUSG00000021670
Bedding vs Clean	Hmgcs1	0.071181230182078	-0.0756227143621457	0.217985174726302	0.878548977316889	8.03991358716315	0.325724975054348	chr13	ENSMUSG00000093930
CH vs Clean	Hmgcs1	-0.0473774602204315	-0.213574756198867	0.118819835758004	0.743139028767055	8.03991358716315	0.560583009520789	chr13	ENSMUSG00000093930
CH vs Bedding	Hmgcs1	-0.11855869040251	-0.257268520301668	0.0201511394966489	0.194491284722736	8.03991358716315	0.0901819037674537	chr13	ENSMUSG00000093930
Bedding vs Clean	Hmgcs2	0.122729820453233	-0.204260119746615	0.44971976065308	0.911564133742293	3.41648266953002	0.444715943350544	chr3	ENSMUSG00000027875
CH vs Clean	Hmgcs2	0.53417940721801	0.166469019043713	0.901889795392307	0.0698458647810685	3.41648266953002	0.00639258805154366	chr3	ENSMUSG00000027875
CH vs Bedding	Hmgcs2	0.411449586764777	0.104358766013022	0.718540407516532	0.0476529201931775	3.41648266953002	0.0109425224147297	chr3	ENSMUSG00000027875
Bedding vs Clean	Hmgn1	-0.046974374799631	-0.181330032831061	0.0873812832317995	0.921056847465854	6.21178343809751	0.476221890175419	chr16	ENSMUSG00000040681
CH vs Clean	Hmgn1	0.0377588532796098	-0.114215564864476	0.189733271423696	0.777030070616845	6.21178343809751	0.611662132511209	chr16	ENSMUSG00000040681
CH vs Bedding	Hmgn1	0.0847332280792408	-0.0421192662637869	0.211585722422268	0.318737182624965	6.21178343809751	0.179959376543312	chr16	ENSMUSG00000040681
Bedding vs Clean	Hmgn2	-0.0233214999667517	-0.128689290012896	0.0820462900793922	0.95738841012476	6.20591873855517	0.650867630105637	chr4	ENSMUSG00000003038
CH vs Clean	Hmgn2	0.12898555518026	0.00981412255480311	0.248156987805717	0.159095749410223	6.20591873855517	0.0351619736766325	chr4	ENSMUSG00000003038
CH vs Bedding	Hmgn2	0.152307055147012	0.0528557923385465	0.251758317955477	0.0271404815318683	6.20591873855517	0.00435330230838799	chr4	ENSMUSG00000003038
Bedding vs Clean	Hmgn2-ps	-0.011238514204544	-0.271476004565433	0.248998976156345	0.997356832256478	1.5508965318332	0.929478983061338	chr8	ENSMUSG00000070713
CH vs Clean	Hmgn2-ps	0.0697036333338694	-0.224894250642512	0.364301517310251	0.788908533779271	1.5508965318332	0.628654464097043	chr8	ENSMUSG00000070713
CH vs Bedding	Hmgn2-ps	0.0809421475384134	-0.165482642468172	0.327366937544999	0.643480509908493	1.5508965318332	0.503030617995682	chr8	ENSMUSG00000070713
